"Дата","Время","Площадка","Категория","Id товара"
"datetime","parsing_time","platform","category","inner_product_id"
"2020-11-16","00:00:00",1,"",167029125
"2021-01-30","00:00:00",1,"",225414013
"2020-10-24","00:00:00",1,"",187106524
"2021-01-24","00:00:00",1,"",219735241
"2020-11-04","00:00:00",1,"",176344138
"2021-02-05","00:00:00",1,"",226579477
"2021-03-01","00:00:00",1,"",234240929
"2020-10-24","00:00:00",1,"",184588699
"2020-12-16","00:00:00",1,"",216915628
"2020-12-06","00:00:00",1,"",194586951
"2020-12-09","00:00:00",1,"",213357684
"2020-11-02","00:00:00",1,"",200165107
"2020-12-23","00:00:00",1,"",203213241
"2020-11-14","00:00:00",1,"",205947745
"2021-01-30","00:00:00",1,"",200380046
"2020-10-24","00:00:00",1,"",151979707
"2020-12-30","00:00:00",1,"",156585059
"2020-10-24","00:00:00",1,"",168080619
"2020-12-12","00:00:00",1,"",150617310
"2020-10-30","00:00:00",1,"",183135107
"2020-10-30","00:00:00",1,"",178062391
"2020-12-15","00:00:00",1,"",215321494
"2020-10-31","00:00:00",1,"",201012901
"2020-12-02","00:00:00",1,"",212001826
"2020-10-29","00:00:00",1,"",185985485
"2020-11-13","00:00:00",1,"",206322506
"2020-11-08","00:00:00",1,"",205214974
"2020-10-30","00:00:00",1,"",191006329
"2020-12-02","00:00:00",1,"",162605856
"2020-12-03","00:00:00",1,"",182506408
"2020-10-24","00:00:00",1,"",149980405
"2020-11-04","00:00:00",1,"",170076588
"2021-02-27","00:00:00",1,"",233504302
"2021-01-11","00:00:00",1,"",220791850
"2021-02-01","00:00:00",1,"",225660658
"2020-10-24","00:00:00",1,"",151784265
"2020-12-30","00:00:00",1,"",217127715
"2020-10-24","00:00:00",1,"",193326280
"2021-01-20","00:00:00",1,"",215760463
"2020-11-29","00:00:00",1,"",205885075
"2021-02-04","00:00:00",1,"",226096857
"2020-10-25","00:00:00",1,"",173493226
"2020-10-24","00:00:00",1,"",179934338
"2021-02-21","00:00:00",1,"",231564137
"2020-11-16","00:00:00",1,"",206517944
"2020-10-24","00:00:00",1,"",163924326
"2020-11-20","00:00:00",1,"",207754196
"2020-10-29","00:00:00",1,"",193942755
"2020-11-03","00:00:00",1,"",195195279
"2021-02-20","00:00:00",1,"",217817864
"2020-11-03","00:00:00",1,"",203919729
"2020-10-29","00:00:00",1,"",185150530
"2021-02-26","00:00:00",1,"",214519321
"2020-12-26","00:00:00",1,"",219238672
"2020-10-31","00:00:00",1,"",172524439
"2020-10-29","00:00:00",1,"",181482315
"2020-11-20","00:00:00",1,"",176912787
"2020-10-24","00:00:00",1,"",200100609
"2020-10-25","00:00:00",1,"",187609349
"2020-10-31","00:00:00",1,"",201329718
"2020-10-30","00:00:00",1,"",190439089
"2020-10-31","00:00:00",1,"",179102932
"2020-10-24","00:00:00",1,"",142559629
"2021-02-04","00:00:00",1,"",226646503
"2020-10-25","00:00:00",1,"",149354833
"2020-10-24","00:00:00",1,"",169374052
"2020-11-05","00:00:00",1,"",175054544
"2021-01-19","00:00:00",1,"",222405603
"2020-10-24","00:00:00",1,"",172112828
"2020-11-13","00:00:00",1,"",161310631
"2020-11-14","00:00:00",1,"",206394017
"2020-11-19","00:00:00",1,"",207648717
"2021-01-07","00:00:00",1,"",220321816
"2020-12-05","00:00:00",1,"",170016839
"2020-10-25","00:00:00",1,"",148686962
"2021-01-26","00:00:00",1,"",223786924
"2021-01-16","00:00:00",1,"",151940944
"2021-01-30","00:00:00",1,"",209981582
"2021-02-17","00:00:00",1,"",206039690
"2021-02-11","00:00:00",1,"",228586883
"2021-01-22","00:00:00",1,"",224137095
"2020-10-31","00:00:00",1,"",175289012
"2020-10-24","00:00:00",1,"",174947017
"2020-11-10","00:00:00",1,"",169481597
"2020-12-10","00:00:00",1,"",213319071
"2020-10-24","00:00:00",1,"",159913969
"2020-10-27","00:00:00",1,"",184676464
"2021-01-06","00:00:00",1,"",219362569
"2020-10-29","00:00:00",1,"",172681102
"2020-10-25","00:00:00",1,"",176758154
"2020-12-12","00:00:00",1,"",213665204
"2020-12-12","00:00:00",1,"",199595827
"2020-11-17","00:00:00",1,"",206991654
"2020-10-29","00:00:00",1,"",185574305
"2020-12-14","00:00:00",1,"",210854104
"2020-10-30","00:00:00",1,"",159794208
"2020-11-12","00:00:00",1,"",202128382
"2020-10-29","00:00:00",1,"",196818449
"2020-12-06","00:00:00",1,"",213429838
"2020-10-31","00:00:00",1,"",154325392
"2020-11-14","00:00:00",1,"",199326921
"2020-12-02","00:00:00",1,"",171533248
"2020-11-28","00:00:00",1,"",211127074
"2021-01-15","00:00:00",1,"",219668211
"2021-01-29","00:00:00",1,"",221969311
"2021-01-19","00:00:00",1,"",178311964
"2021-02-22","00:00:00",1,"",232006903
"2020-10-24","00:00:00",1,"",184195524
"2020-11-14","00:00:00",1,"",197583246
"2021-02-12","00:00:00",1,"",227438127
"2020-12-24","00:00:00",1,"",212997733
"2020-12-31","00:00:00",1,"",216554685
"2020-11-24","00:00:00",1,"",207407373
"2020-10-29","00:00:00",1,"",184884106
"2020-10-29","00:00:00",1,"",182256771
"2020-10-24","00:00:00",1,"",172274783
"2021-01-18","00:00:00",1,"",222768128
"2020-11-17","00:00:00",1,"",147674078
"2021-01-20","00:00:00",1,"",223929469
"2020-10-30","00:00:00",1,"",170660758
"2021-02-11","00:00:00",1,"",193159979
"2020-10-31","00:00:00",1,"",198781427
"2020-10-30","00:00:00",1,"",202984360
"2020-12-25","00:00:00",1,"",218633870
"2020-10-30","00:00:00",1,"",170306493
"2021-02-02","00:00:00",1,"",226457914
"2020-11-03","00:00:00",1,"",182800825
"2020-12-03","00:00:00",1,"",161057885
"2020-12-23","00:00:00",1,"",217918699
"2020-10-24","00:00:00",1,"",178786094
"2020-10-29","00:00:00",1,"",182411418
"2021-02-19","00:00:00",1,"",229349233
"2020-10-25","00:00:00",1,"",149033643
"2021-01-16","00:00:00",1,"",222644249
"2021-01-28","00:00:00",1,"",220136129
"2021-01-29","00:00:00",1,"",221390765
"2020-10-29","00:00:00",1,"",185040787
"2020-11-08","00:00:00",1,"",201648076
"2020-12-28","00:00:00",1,"",174148865
"2020-10-29","00:00:00",1,"",186704596
"2020-11-18","00:00:00",1,"",185452472
"2021-02-14","00:00:00",1,"",194279268
"2020-12-11","00:00:00",1,"",214803939
"2020-10-29","00:00:00",1,"",202479514
"2020-11-12","00:00:00",1,"",205304566
"2020-12-30","00:00:00",1,"",193707801
"2021-01-16","00:00:00",1,"",201117869
"2021-02-27","00:00:00",1,"",231311507
"2020-11-10","00:00:00",1,"",182924704
"2020-10-24","00:00:00",1,"",200697990
"2020-11-15","00:00:00",1,"",193005362
"2020-11-09","00:00:00",1,"",204868317
"2020-10-25","00:00:00",1,"",166084571
"2020-11-24","00:00:00",1,"",208420869
"2020-10-29","00:00:00",1,"",186169326
"2020-10-31","00:00:00",1,"",175390039
"2020-12-13","00:00:00",1,"",173611067
"2021-01-21","00:00:00",1,"",224034916
"2020-10-24","00:00:00",1,"",167989987
"2021-01-29","00:00:00",1,"",225944840
"2020-11-17","00:00:00",1,"",182728786
"2021-01-19","00:00:00",1,"",223557053
"2020-10-30","00:00:00",1,"",158743262
"2020-11-18","00:00:00",1,"",185664055
"2020-10-24","00:00:00",1,"",161015222
"2020-11-03","00:00:00",1,"",202545768
"2021-01-19","00:00:00",1,"",218351438
"2020-11-06","00:00:00",1,"",180593941
"2021-02-28","00:00:00",1,"",230702410
"2020-11-06","00:00:00",1,"",204801839
"2020-11-24","00:00:00",1,"",191681960
"2021-01-05","00:00:00",1,"",200631668
"2020-11-18","00:00:00",1,"",165142328
"2020-10-29","00:00:00",1,"",167443028
"2020-11-03","00:00:00",1,"",204132178
"2021-01-28","00:00:00",1,"",225140871
"2021-01-14","00:00:00",1,"",221325919
"2020-10-29","00:00:00",1,"",182218088
"2021-01-07","00:00:00",1,"",214870033
"2021-02-22","00:00:00",1,"",232082716
"2020-10-31","00:00:00",1,"",147227166
"2020-10-24","00:00:00",1,"",171444779
"2020-11-25","00:00:00",1,"",208480750
"2021-01-29","00:00:00",1,"",223149504
"2021-01-30","00:00:00",1,"",224516268
"2020-11-12","00:00:00",1,"",203048538
"2020-12-23","00:00:00",1,"",217356594
"2020-11-19","00:00:00",1,"",200737133
"2020-10-30","00:00:00",1,"",198845441
"2020-10-29","00:00:00",1,"",170860132
"2020-12-24","00:00:00",1,"",218211159
"2020-12-24","00:00:00",1,"",33037276
"2020-10-29","00:00:00",1,"",177966036
"2020-11-01","00:00:00",1,"",175461564
"2021-03-04","00:00:00",1,"",228070283
"2020-12-01","00:00:00",1,"",210325165
"2020-10-31","00:00:00",1,"",198220842
"2020-12-01","00:00:00",1,"",212102081
"2020-12-28","00:00:00",1,"",217981209
"2020-11-16","00:00:00",1,"",205380381
"2020-10-24","00:00:00",1,"",191105434
"2020-11-06","00:00:00",1,"",202440305
"2020-11-06","00:00:00",1,"",166587931
"2020-11-21","00:00:00",1,"",208114117
"2020-10-31","00:00:00",1,"",193648370
"2020-10-30","00:00:00",1,"",180098707
"2020-11-12","00:00:00",1,"",182869067
"2020-10-30","00:00:00",1,"",173197819
"2021-02-19","00:00:00",1,"",231268728
"2020-10-31","00:00:00",1,"",168330019
"2021-02-26","00:00:00",1,"",232204549
"2021-01-19","00:00:00",1,"",223255001
"2021-01-15","00:00:00",1,"",221902445
"2020-12-29","00:00:00",1,"",219468545
"2020-11-06","00:00:00",1,"",196623331
"2020-11-04","00:00:00",1,"",199389499
"2020-10-24","00:00:00",1,"",202323468
"2021-01-30","00:00:00",1,"",224986270
"2021-01-16","00:00:00",1,"",222568946
"2021-02-12","00:00:00",1,"",229310106
"2020-12-26","00:00:00",1,"",191986124
"2020-12-04","00:00:00",1,"",211566331
"2020-12-04","00:00:00",1,"",212933527
"2020-10-26","00:00:00",1,"",199805200
"2021-01-23","00:00:00",1,"",223824448
"2020-10-24","00:00:00",1,"",175765363
"2021-02-04","00:00:00",1,"",217594621
"2020-12-29","00:00:00",1,"",210720073
"2020-12-27","00:00:00",1,"",164024467
"2021-02-20","00:00:00",1,"",230965943
"2020-12-26","00:00:00",1,"",160834144
"2020-10-24","00:00:00",1,"",163251980
"2020-10-25","00:00:00",1,"",186631649
"2020-10-24","00:00:00",1,"",200350345
"2020-11-06","00:00:00",1,"",204386479
"2020-11-23","00:00:00",1,"",201561539
"2020-10-24","00:00:00",1,"",160033309
"2020-12-15","00:00:00",1,"",216877739
"2020-10-24","00:00:00",1,"",155025325
"2020-10-24","00:00:00",1,"",197392280
"2020-11-29","00:00:00",1,"",174884645
"2020-10-28","00:00:00",1,"",155232306
"2021-02-01","00:00:00",1,"",189857647
"2020-10-31","00:00:00",1,"",162428762
"2021-03-04","00:00:00",1,"",229006677
"2020-11-21","00:00:00",1,"",140201279
"2020-10-31","00:00:00",1,"",168906938
"2020-11-07","00:00:00",1,"",203307431
"2020-10-29","00:00:00",1,"",195638344
"2020-12-13","00:00:00",1,"",215860131
"2020-10-24","00:00:00",1,"",200507024
"2020-10-29","00:00:00",1,"",199121916
"2020-12-05","00:00:00",1,"",210209147
"2021-01-22","00:00:00",1,"",224368242
"2021-01-10","00:00:00",1,"",220789190
"2020-11-14","00:00:00",1,"",180731633
"2020-10-24","00:00:00",1,"",163886218
"2020-10-30","00:00:00",1,"",166302182
"2020-11-07","00:00:00",1,"",173454854
"2021-01-05","00:00:00",1,"",220348909
"2021-02-22","00:00:00",1,"",231954168
"2020-11-02","00:00:00",1,"",184413131
"2020-10-31","00:00:00",1,"",169030819
"2020-10-30","00:00:00",1,"",171839951
"2020-10-29","00:00:00",1,"",149798038
"2020-10-30","00:00:00",1,"",152602355
"2020-11-01","00:00:00",1,"",203844765
"2020-10-27","00:00:00",1,"",162272067
"2020-11-08","00:00:00",1,"",202066417
"2020-10-26","00:00:00",1,"",175039292
"2021-01-14","00:00:00",1,"",221721019
"2020-10-30","00:00:00",1,"",182089356
"2020-10-24","00:00:00",1,"",167567792
"2020-10-29","00:00:00",1,"",200062701
"2020-10-31","00:00:00",1,"",187103536
"2020-10-29","00:00:00",1,"",185326684
"2020-11-29","00:00:00",1,"",206704347
"2020-12-13","00:00:00",1,"",214679047
"2020-10-30","00:00:00",1,"",197085676
"2020-11-28","00:00:00",1,"",210891999
"2021-01-24","00:00:00",1,"",222948310
"2021-01-02","00:00:00",1,"",219390222
"2020-10-29","00:00:00",1,"",178564321
"2020-10-31","00:00:00",1,"",152122154
"2020-12-13","00:00:00",1,"",211504372
"2021-02-04","00:00:00",1,"",216802112
"2020-11-06","00:00:00",1,"",204462404
"2020-10-27","00:00:00",1,"",164809006
"2021-02-17","00:00:00",1,"",229477525
"2020-11-17","00:00:00",1,"",174976718
"2020-11-06","00:00:00",1,"",147401763
"2021-02-10","00:00:00",1,"",33515987
"2021-02-28","00:00:00",1,"",231025500
"2021-02-14","00:00:00",1,"",228548996
"2020-11-05","00:00:00",1,"",170421355
"2021-01-12","00:00:00",1,"",220984372
"2020-11-16","00:00:00",1,"",189064914
"2020-12-28","00:00:00",1,"",218917235
"2020-11-20","00:00:00",1,"",143005357
"2021-01-26","00:00:00",1,"",223749035
"2020-10-30","00:00:00",1,"",182529604
"2020-10-29","00:00:00",1,"",177619440
"2021-02-06","00:00:00",1,"",227924399
"2020-11-29","00:00:00",1,"",202869886
"2020-12-03","00:00:00",1,"",189685497
"2020-11-07","00:00:00",1,"",205170962
"2020-10-31","00:00:00",1,"",198700581
"2021-02-19","00:00:00",1,"",210648226
"2020-12-02","00:00:00",1,"",212015566
"2020-10-25","00:00:00",1,"",175082199
"2020-10-24","00:00:00",1,"",172142523
"2020-10-29","00:00:00",1,"",196580830
"2020-11-08","00:00:00",1,"",200138502
"2020-11-18","00:00:00",1,"",207278825
"2020-12-12","00:00:00",1,"",149738877
"2020-10-31","00:00:00",1,"",141911457
"2020-10-25","00:00:00",1,"",192862193
"2021-02-22","00:00:00",1,"",231882515
"2020-10-30","00:00:00",1,"",167194736
"2020-11-15","00:00:00",1,"",206596802
"2021-01-23","00:00:00",1,"",155428288
"2020-12-09","00:00:00",1,"",214555166
"2020-11-03","00:00:00",1,"",193988761
"2020-12-23","00:00:00",1,"",217790223
"2020-11-01","00:00:00",1,"",195224968
"2020-11-15","00:00:00",1,"",198543932
"2020-11-02","00:00:00",1,"",200847184
"2021-03-04","00:00:00",1,"",235257658
"2021-02-27","00:00:00",1,"",231602030
"2020-11-15","00:00:00",1,"",205855380
"2020-11-27","00:00:00",1,"",208158712
"2020-11-28","00:00:00",1,"",207359319
"2020-10-24","00:00:00",1,"",165048969
"2020-12-02","00:00:00",1,"",208742459
"2020-11-16","00:00:00",1,"",204169955
"2020-10-24","00:00:00",1,"",152406157
"2020-12-11","00:00:00",1,"",213045823
"2020-10-24","00:00:00",1,"",171122609
"2021-02-04","00:00:00",1,"",225103158
"2021-02-28","00:00:00",1,"",234061290
"2020-10-24","00:00:00",1,"",178958189
"2021-02-26","00:00:00",1,"",232675462
"2021-02-14","00:00:00",1,"",229193522
"2020-12-05","00:00:00",1,"",213412372
"2020-11-07","00:00:00",1,"",172935214
"2020-11-01","00:00:00",1,"",149555907
"2021-01-24","00:00:00",1,"",223170673
"2021-01-24","00:00:00",1,"",182818275
"2021-01-07","00:00:00",1,"",218682068
"2020-11-19","00:00:00",1,"",201224430
"2020-10-31","00:00:00",1,"",166602675
"2020-12-28","00:00:00",1,"",207902829
"2020-10-29","00:00:00",1,"",202586073
"2020-10-30","00:00:00",1,"",161040391
"2020-12-29","00:00:00",1,"",218262271
"2020-10-29","00:00:00",1,"",173783160
"2020-10-30","00:00:00",1,"",180488356
"2020-10-24","00:00:00",1,"",177750652
"2020-11-25","00:00:00",1,"",208592966
"2020-11-17","00:00:00",1,"",177165875
"2021-02-22","00:00:00",1,"",232162484
"2020-10-29","00:00:00",1,"",184039815
"2020-12-15","00:00:00",1,"",149450458
"2021-01-28","00:00:00",1,"",223294568
"2020-10-30","00:00:00",1,"",199482506
"2020-11-15","00:00:00",1,"",206885221
"2020-10-25","00:00:00",1,"",202283965
"2020-10-30","00:00:00",1,"",190269754
"2021-02-14","00:00:00",1,"",229331755
"2020-10-29","00:00:00",1,"",191943805
"2020-12-26","00:00:00",1,"",161708324
"2020-11-28","00:00:00",1,"",207513934
"2020-10-31","00:00:00",1,"",167326716
"2020-11-20","00:00:00",1,"",185056201
"2020-12-10","00:00:00",1,"",214423954
